150 28584.742976757236
200 20263.700765891914
250 20263.700765891914
300 19891.74514538822
350 12832.658206595992
400 10491.674394919723
450 9236.507071927315
500 3070.520338726524
550 3070.520338726524
600 3070.520338726524
650 3070.520338726524
700 2911.6250357604918
750 1017.7010818768329
800 1017.7010818768329
850 856.5151057367813
900 856.5151057367813
950 856.5151057367813
1000 856.5151057367813
1050 751.5565883315861
1100 592.7858645687393
1150 302.7045935808975
1200 302.7045935808975
1250 302.7045935808975
1300 302.7045935808975
1350 286.770038604088
1400 185.07499100624568
1450 185.07499100624568
1500 103.4068428613585
1550 103.4068428613585
1600 103.4068428613585
1650 103.4068428613585
1700 103.4068428613585
1750 95.65532328179765
1800 76.68486839329795
1850 73.23833164738011
1900 69.98055350067987
1950 64.7268473390563
2000 64.37396809888298
2050 64.30492875878254
2100 64.30492875878254
