51 15180.251113555767
101 15180.251113555767
151 15180.251113555767
201 15180.251113555767
251 15180.251113555767
301 15180.251113555767
351 15180.251113555767
401 15180.251113555767
451 15180.251113555767
501 15180.251113555767
551 15180.251113555767
601 15180.251113555767
651 15180.251113555767
701 15180.251113555767
751 15180.251113555767
801 15180.251113555767
851 15180.251113555767
901 15180.251113555767
951 15180.251113555767
1001 15180.251113555767
1051 15180.251113555767
1101 15180.251113555767
1151 15180.251113555767
1201 15180.251113555767
1251 15180.251113555767
1301 15180.251113555767
1351 15180.251113555767
1401 15180.251113555767
1451 15180.251113555767
1501 15180.251113555767
1551 15180.251113555767
1601 15180.251113555767
1651 15180.251113555767
1701 12270.735636308902
1751 12270.735636308902
1801 12270.735636308902
1851 12270.735636308902
1901 12270.735636308902
1951 12270.735636308902
2001 12270.735636308902
