200 7969.382782978932
300 7969.382782978932
400 4676.94399138797
500 2902.306400216298
600 2902.306400216298
700 2902.306400216298
800 2902.306400216298
900 2823.131294170288
1000 2823.131294170288
1100 2429.3429615449722
1200 2164.093428717235
1300 1958.439319641237
1400 1958.439319641237
1500 1958.439319641237
1600 1916.9875791843172
1700 1787.8875934724613
1800 1776.2434612526893
1900 1579.154911618691
2000 1579.154911618691
2100 1095.3450384135595
2200 1095.3450384135595
2300 1063.288140899925
2400 935.2783365093443
2500 828.025530319876
2600 696.1219585655504
2700 696.1219585655504
2800 617.2641281614538
2900 617.2641281614538
3000 606.5376210037964
3100 495.62924371789614
3200 463.59980808012887
3300 434.9308987691309
3400 422.40705161494327
3500 422.40705161494327
3600 414.66897465524
3700 414.66897465524
3800 414.66897465524
3900 413.97848743100496
4000 395.2814949940503
4100 395.2814949940503
4200 389.5033143941989
4300 387.1818237315553
4400 387.1818237315553
4500 386.1999160747856
4600 385.09108297291215
4700 383.8659872205262
4800 383.0058287136044
4900 382.42795597618766
5000 382.10432434978577
5100 380.9181878596987
5200 380.1934587462844
5300 379.49196287417436
5400 377.7785509988448
5500 376.13559400200654
5600 375.21550691263633
5700 374.8263118907865
5800 374.814315262703
5900 374.71247745705153
6000 374.27877252874396
6100 374.27877252874396
6200 373.95730252229595
6300 373.69804906873236
6400 373.24674115784586
6500 372.85353576900184
6600 372.59131070188414
6700 372.4618297154818
6800 371.9000866168723
6900 371.53008933856285
7000 371.0793241617768
7100 370.2144745547871
7200 369.38021176939947
7300 368.4616099727068
7400 366.73205305897864
7500 363.90122466932115
7600 361.11051159889246
7700 359.031732390025
7800 357.97167497890894
7900 357.5216921905853
8000 357.21821607251627
8100 351.9481392957673
8200 347.91234067170086
8300 344.9970879397991
8400 340.07451177146055
8500 335.82564390966934
8600 327.4721208945548
